switch_ip,interface,mac_voice,mac_access,ip_voice,ip_access
192.168.116.7,Gi5/0/10,N/A,780c.f01a.9cdf,N/A,10.2.60.200
192.168.116.7,Gi5/0/11,203a.0782.35cd,14c9.13a7.f69f,192.168.117.73,10.1.100.198
192.168.116.7,Gi5/0/12,N/A,785d.c8be.e094,N/A,10.1.100.14
192.168.116.7,Gi5/0/13,203a.0782.4d67,14c9.13a7.f497,192.168.117.80,10.1.100.28
192.168.116.7,Gi5/0/14,N/A,5cff.35c1.caa9,N/A,10.100.4.134
192.168.116.7,Gi5/0/15,4ca6.4dbb.b9d6,14c9.13a7.f6c8,192.168.117.164,10.2.60.56
192.168.116.7,Gi5/0/17,N/A,8cdc.d45e.46bc,N/A,10.1.100.99
192.168.116.7,Gi5/0/18,203a.0782.3123,509a.4c26.9e56,192.168.117.146,10.1.100.38
192.168.116.7,Gi5/0/20,203a.0782.3a03,1803.73c1.8ce3,192.168.117.97,10.1.100.212
192.168.116.7,Gi5/0/21,203a.0782.33b9,0080.64ad.ecba,192.168.117.32,192.168.116.71
192.168.116.7,Gi5/0/22,N/A,0023.24f3.5e4b,N/A,192.168.116.168
192.168.116.7,Gi5/0/23,N/A,0020.4af8.1894,N/A,192.168.116.98
192.168.116.7,Gi5/0/24,N/A,001e.0b11.415c,N/A,10.2.60.160
192.168.116.7,Gi5/0/25,203a.0782.73a3,N/A,192.168.117.120,N/A
192.168.116.7,Gi5/0/26,N/A,0007.4d37.154f,N/A,NO_IP
192.168.116.7,Gi5/0/27,N/A,5cff.35c1.fc49,N/A,10.100.4.28
192.168.116.7,Gi5/0/28,N/A,0040.8ca7.433b,N/A,192.168.116.33
192.168.116.7,Gi5/0/29,N/A,001e.0b10.3851,N/A,192.168.116.127
192.168.116.7,Gi5/0/30,N/A,0040.8ca5.3ca1,N/A,192.168.116.32
192.168.116.7,Gi5/0/31,203a.0782.4f95,0025.64f3.e7db,192.168.117.52,192.168.116.181
192.168.116.7,Gi5/0/32,N/A,0023.7d83.0b4e,N/A,192.168.116.66
192.168.116.7,Gi5/0/33,N/A,d072.dcbc.73b8,N/A,192.168.116.179
192.168.116.7,Gi5/0/35,203a.0782.730f,3822.e216.7d14,192.168.117.81,192.168.116.224
192.168.116.7,Gi5/0/36,N/A,0040.9d43.3597,N/A,192.168.116.99
192.168.116.7,Gi5/0/37,N/A,3ccd.936f.82ef,N/A,192.168.116.166
192.168.116.7,Gi5/0/38,N/A,00a0.a423.8d5c,N/A,192.168.116.21
192.168.116.7,Gi5/0/39,N/A,accc.8e2c.c64f,N/A,192.168.116.144
192.168.116.7,Gi5/0/40,N/A,f481.39de.5af6,N/A,192.168.116.28
192.168.116.7,Gi5/0/41,N/A,accc.8e52.0068,N/A,192.168.116.143
192.168.116.7,Gi5/0/42,203a.0782.32ed,3ccd.93c3.0a4d,192.168.117.31,192.168.116.202
192.168.116.7,Gi5/0/43,N/A,accc.8e51.fe12,N/A,192.168.116.142
192.168.116.7,Gi5/0/44,N/A,cc2d.8cec.6097,N/A,192.168.116.103
192.168.116.7,Gi5/0/45,N/A,accc.8e3c.c719,N/A,192.168.116.140
192.168.116.7,Gi5/0/46,N/A,3ccd.93c3.1576,N/A,192.168.116.90
192.168.116.7,Gi5/0/47,N/A,accc.8e42.7a9f,N/A,192.168.116.141
192.168.116.7,Gi5/0/48,N/A,0023.24aa.e8f8,N/A,192.168.116.159
192.168.116.7,Gi6/0/1,203a.0782.30bd,a823.fea2.f9a9,192.168.117.71,192.168.202.162
192.168.116.7,Gi6/0/2,N/A,0090.0b28.3e7a,N/A,10.2.60.154
192.168.116.7,Gi6/0/3,N/A,c0a2.6d00.b9e3,N/A,10.2.60.53
192.168.116.7,Gi6/0/4,N/A,0011.0af2.b6a8,N/A,10.1.100.178
192.168.116.7,Gi6/0/5,N/A,74bf.c046.3823,N/A,10.2.60.16
192.168.116.7,Gi6/0/7,N/A,0007.4d7a.b461,N/A,192.168.116.138
192.168.116.7,Gi6/0/8,N/A,74fe.485b.9943,N/A,10.1.90.55
192.168.116.7,Gi6/0/9,N/A,5cff.35c2.066a,N/A,10.100.4.151
192.168.116.7,Gi6/0/10,N/A,2c9e.fc1c.e7dd,N/A,10.2.60.57
192.168.116.7,Gi6/0/12,N/A,5cff.35c1.f439,N/A,10.100.4.26
192.168.116.7,Gi6/0/13,N/A,14c9.13a7.e472,N/A,10.2.54.155
192.168.116.7,Gi6/0/14,0045.1d86.3cda,N/A,192.168.117.194,N/A
192.168.116.7,Gi6/0/15,N/A,0017.088d.6b24,N/A,10.1.100.191
192.168.116.7,Gi6/0/16,N/A,0011.0af2.d6ed,N/A,10.1.100.175
192.168.116.7,Gi6/0/18,203a.0782.38ff,14c9.13a7.5e20,192.168.117.174,192.168.116.147
192.168.116.7,Gi6/0/19,N/A,74bf.c0fd.7645,N/A,10.1.100.164
192.168.116.7,Gi6/0/20,N/A,0007.4d8c.8835,N/A,10.100.4.21
192.168.116.7,Gi6/0/21,N/A,842b.2b9b.8845,N/A,10.2.60.51
192.168.116.7,Gi6/0/22,N/A,74fe.4859.48dc,N/A,10.2.60.54
192.168.116.7,Gi6/0/23,N/A,0010.8375.dca5,N/A,10.1.100.98
192.168.116.7,Gi6/0/24,N/A,b4b6.8603.2d65,N/A,192.168.116.145
192.168.116.7,Gi6/0/25,203a.0782.37ef,14c9.1305.190b,192.168.117.175,192.168.116.213
192.168.116.7,Gi6/0/28,N/A,000f.e502.aadd,N/A,192.168.116.36
192.168.116.7,Gi6/0/29,N/A,6012.8bf6.d2f9,N/A,192.168.116.201
192.168.116.7,Gi6/0/30,N/A,000f.e501.2e7e,N/A,192.168.116.31
192.168.116.7,Gi6/0/31,N/A,2c9e.fc1c.04e8,N/A,192.168.116.24
192.168.116.7,Gi6/0/32,N/A,0040.9d4c.d85d,N/A,192.168.116.30
192.168.116.7,Gi6/0/35,N/A,0023.7d8a.5eef,N/A,10.1.100.105
192.168.116.7,Gi6/0/37,N/A,0080.64ad.e091,N/A,192.168.116.154
192.168.116.7,Gi6/0/38,N/A,14c9.13a7.f168,N/A,192.168.116.194
192.168.116.7,Gi6/0/39,N/A,a823.fea2.fa20,N/A,192.168.116.190
192.168.116.7,Gi6/0/40,N/A,0007.322d.13d9,N/A,10.1.90.49
192.168.116.7,Gi6/0/41,N/A,f481.39de.6daa,N/A,192.168.116.191
192.168.116.7,Gi6/0/43,203a.0782.3987,0024.e832.1b2f,192.168.117.170,192.168.116.63
192.168.116.7,Gi6/0/44,N/A,785d.c882.0bc5,N/A,10.2.54.156
192.168.116.7,Gi6/0/45,N/A,f439.0961.21dd,N/A,192.168.116.241
192.168.116.7,Gi6/0/46,203a.0782.62e1,0080.64ad.e031,192.168.117.38,10.2.60.159
192.168.116.7,Gi6/0/47,N/A,5cff.35c1.f4c1,N/A,10.100.4.31
192.168.116.7,Gi6/0/48,N/A,3ccd.936f.84ce,N/A,192.168.116.240
192.168.116.7,Gi7/0/1,501c.b00c.0115,cc2d.8c18.470e,192.168.117.168,10.100.4.156
192.168.116.7,Gi7/0/2,N/A,b4b5.2ff6.5ee5,N/A,10.100.4.36
192.168.116.7,Gi7/0/3,N/A,0007.4da6.a443,N/A,10.2.23.254
192.168.116.7,Gi7/0/4,N/A,9cb6.541a.6d8d,N/A,10.100.4.144
192.168.116.7,Gi7/0/5,N/A,cc2d.8c18.470b,N/A,10.100.4.150
192.168.116.7,Gi7/0/6,N/A,c465.16a0.c6ec,N/A,10.100.4.37
192.168.116.7,Gi7/0/7,0027.9081.32ba,6400.6a79.6eaf,192.168.117.60,10.100.4.145
192.168.116.7,Gi7/0/8,N/A,785d.c8be.fcf0,N/A,10.100.4.143
192.168.116.7,Gi7/0/9,N/A,2017.4263.a76e,N/A,10.100.4.34
192.168.116.7,Gi7/0/10,N/A,785d.c8be.fd5c,N/A,10.100.4.23
192.168.116.7,Gi7/0/11,203a.0782.5f6b,785d.c882.0c2c,192.168.117.69,10.100.4.45
192.168.116.7,Gi7/0/12,N/A,b400.1636.5579,N/A,10.100.4.142
192.168.116.7,Gi7/0/13,cc7f.758a.11e6,N/A,192.168.117.179,N/A
192.168.116.7,Gi7/0/14,N/A,f481.39de.3ed4,N/A,10.1.90.165
192.168.116.7,Gi7/0/15,203a.0782.640d,f439.0912.6bfa,192.168.117.64,10.100.4.161
192.168.116.7,Gi7/0/16,N/A,a823.fea2.f9c5,N/A,10.100.4.137
192.168.116.7,Gi7/0/18,N/A,a823.fea2.fabb,N/A,10.100.4.160
192.168.116.7,Gi7/0/19,0038.df01.f26f,3822.e216.7cbc,192.168.117.148,10.100.4.46
192.168.116.7,Gi7/0/20,N/A,80e8.2c32.fe86,N/A,10.100.4.30
192.168.116.7,Gi7/0/21,N/A,0090.e87e.0e0c,N/A,10.100.4.159
192.168.116.7,Gi7/0/22,N/A,0007.4da1.29fa,N/A,10.100.4.158
192.168.116.7,Gi7/0/23,N/A,0090.e87e.0d90,N/A,10.100.4.167
192.168.116.7,Gi7/0/24,N/A,0090.e804.8ea1,N/A,10.100.4.163
192.168.116.7,Gi7/0/25,N/A,80e8.2c31.7303,N/A,10.100.4.40
192.168.116.7,Gi7/0/27,N/A,040e.3cc3.0b5f,N/A,10.100.4.164
192.168.116.7,Gi7/0/28,0057.d2c0.390b,5cff.35c1.b2b1,192.168.117.165,10.100.4.41
192.168.116.7,Gi7/0/29,00cc.fc99.e9ea,N/A,192.168.117.145,N/A
192.168.116.7,Gi7/0/30,0012.00b4.8dad,14c9.13a7.f5c9,192.168.117.197,10.100.4.168
192.168.116.7,Gi7/0/31,0021.5503.3f76,1866.da01.61f1,192.168.117.56,10.100.4.125
192.168.116.7,Gi7/0/34,N/A,0014.d174.720d,N/A,10.100.4.166
192.168.116.7,Gi7/0/36,N/A,001e.0b10.38db,N/A,10.100.4.39
192.168.116.7,Gi7/0/38,203a.0782.64ef,a823.fea2.f9c6,192.168.117.68,10.100.4.165
192.168.116.7,Gi7/0/40,000e.d759.3322,785d.c882.0b89,192.168.117.191,10.100.4.154
192.168.116.7,Gi7/0/41,203a.0782.64f7,785d.c8be.e07e,192.168.117.186,10.100.4.162
192.168.116.7,Gi7/0/43,0016.4782.d4eb,N/A,192.168.117.63,N/A
192.168.116.7,Gi7/0/45,203a.0782.60a1,84a9.3e09.bb0c,192.168.117.83,10.100.4.157
192.168.116.7,Gi7/0/46,0045.1d87.24a6,N/A,192.168.117.195,N/A
192.168.174.7,Gi0/6,N/A,84b8.0255.a4e0,N/A,192.168.174.103
192.168.174.7,Gi0/7,94d4.690a.eb8d,N/A,192.168.185.20,N/A
192.168.174.7,Gi0/8,20bb.c020.b38b,c465.16a5.b289,192.168.175.11,192.168.174.53
192.168.174.7,Gi0/9,N/A,785d.c882.0bfd,N/A,192.168.174.51
192.168.174.7,Gi0/10,N/A,14c9.13a7.8ad8,N/A,192.168.174.105
192.168.174.7,Gi0/11,N/A,14c9.13a7.8a97,N/A,192.168.174.52
192.168.174.7,Gi0/12,N/A,14c9.13a7.8b0e,N/A,192.168.174.108
192.168.174.7,Gi0/14,N/A,00e0.db55.2633,N/A,192.168.174.153
192.168.174.7,Gi0/22,N/A,2829.8626.250f,N/A,192.168.174.149
192.168.150.5,Gi1/0/1,N/A,0011.20f0.c184,N/A,192.168.150.166
192.168.150.5,Gi1/0/2,N/A,0040.9d71.b827,N/A,192.168.150.35
192.168.150.5,Gi1/0/4,N/A,0040.8ca5.3c99,N/A,192.168.150.32
192.168.150.5,Gi1/0/5,N/A,0040.8ca5.3c9c,N/A,192.168.150.33
192.168.150.5,Gi1/0/6,203a.0782.49e3,0024.e844.21ab,192.168.151.141,NO_IP
192.168.150.5,Gi1/0/7,N/A,0040.8ca5.3c9d,N/A,192.168.150.31
192.168.150.5,Gi1/0/9,N/A,0040.8ca4.d0e1,N/A,192.168.150.28
192.168.150.5,Gi1/0/10,N/A,0040.8ca5.3ccd,N/A,192.168.150.30
192.168.150.5,Gi1/0/11,N/A,785d.c8be.fc26,N/A,192.168.150.72
192.168.150.5,Gi1/0/12,N/A,785d.c8be.fd43,N/A,192.168.150.61
192.168.150.5,Gi1/0/13,N/A,785d.c8be.fd59,N/A,192.168.150.177
192.168.150.5,Gi1/0/14,N/A,785d.c8be.fd34,N/A,192.168.150.178
192.168.150.5,Gi1/0/15,4ca6.4d24.1682,2017.4263.b322,192.168.151.24,192.168.150.75
192.168.150.5,Gi1/0/17,N/A,785d.c8be.fcf1,N/A,192.168.150.179
192.168.150.5,Gi1/0/18,N/A,785d.c8be.fae9,N/A,192.168.150.87
192.168.150.5,Gi1/0/20,N/A,785d.c8be.fd67,N/A,192.168.150.106
192.168.150.5,Gi1/0/21,N/A,0080.a3d7.3660,N/A,10.101.72.21
192.168.150.5,Gi1/0/23,N/A,785d.c8be.fd69,N/A,192.168.150.105
192.168.150.5,Gi1/0/24,N/A,785d.c8be.fc4f,N/A,192.168.150.52
192.168.150.5,Gi1/0/25,N/A,785d.c8be.fd02,N/A,192.168.150.91
192.168.150.5,Gi1/0/26,N/A,785d.c8be.fd07,N/A,192.168.150.180
192.168.150.5,Gi1/0/28,N/A,2017.4263.b31f,N/A,192.168.150.169
192.168.150.5,Gi1/0/29,N/A,0010.7fef.dee6,N/A,192.168.150.163
192.168.150.5,Gi1/0/30,N/A,0010.7ff0.63e3,N/A,192.168.150.164
192.168.150.5,Gi1/0/31,N/A,244b.fe2d.4d15,N/A,192.168.150.62
192.168.150.5,Gi1/0/35,N/A,785d.c8be.fc2c,N/A,192.168.150.92
192.168.150.5,Gi1/0/36,N/A,785d.c8be.fd01,N/A,192.168.150.70
192.168.150.5,Gi1/0/37,2c73.a02c.c82a,a823.fea2.ea8e,192.168.151.137,192.168.150.199
192.168.150.5,Gi1/0/38,N/A,785d.c8be.fae2,N/A,192.168.150.182
192.168.150.5,Gi1/0/39,N/A,785d.c8be.fae1,N/A,192.168.150.181
192.168.150.5,Gi1/0/40,N/A,785d.c8be.fd28,N/A,192.168.150.96
192.168.150.5,Gi1/0/41,ac7e.8ab6.39c3,a823.fea2.ead2,192.168.151.159,192.168.150.54
192.168.150.5,Gi1/0/42,N/A,f481.39de.e2b1,N/A,192.168.150.81
192.168.150.5,Gi1/0/43,N/A,f481.39de.e9d7,N/A,192.168.150.80
192.168.150.5,Gi1/0/44,2c73.a0de.eddc,a823.fea2.eaa8,192.168.151.138,192.168.150.171
192.168.150.5,Gi1/0/45,N/A,ecbd.1db7.a45c,N/A,192.168.150.73
192.168.150.5,Gi1/0/46,N/A,00c0.b75c.9298,N/A,192.168.150.11
192.168.150.5,Gi2/0/1,N/A,785d.c8be.fc65,N/A,192.168.150.84
192.168.150.5,Gi2/0/2,N/A,2017.4263.aa81,N/A,192.168.150.89
192.168.150.5,Gi2/0/3,7035.09b4.87e0,785d.c8be.fce7,192.168.151.32,192.168.150.184
192.168.150.5,Gi2/0/4,7018.a716.8330,785d.c8be.fd4a,192.168.151.135,192.168.150.68
192.168.150.5,Gi2/0/7,c4b3.6aca.5fb0,785d.c8be.fce6,192.168.151.155,192.168.150.170
192.168.150.5,Gi2/0/9,2c73.a0de.ccd4,785d.c8be.fae0,192.168.151.31,192.168.150.97
192.168.150.5,Gi2/0/10,2c73.a02c.b9fe,785d.c8be.fc62,192.168.151.156,192.168.150.192
192.168.150.5,Gi2/0/12,N/A,f481.39de.e9bd,N/A,192.168.150.79
192.168.150.5,Gi2/0/13,5ce1.7685.4c40,a823.fea2.eaec,192.168.151.22,192.168.150.82
192.168.150.5,Gi2/0/14,f8b7.e294.f062,a823.fea2.eaaa,192.168.151.133,192.168.150.167
192.168.150.5,Gi2/0/15,a4b4.39c3.ea90,a823.fea2.eae6,192.168.151.23,192.168.150.93
192.168.150.5,Gi2/0/16,cc70.ed34.0eca,a823.fea2.eb24,192.168.151.27,192.168.150.56
192.168.150.5,Gi2/0/17,203a.0782.3889,3ccd.936f.84af,192.168.151.139,192.168.150.150
192.168.150.5,Gi2/0/20,7018.a716.a372,0001.8077.fbe5,192.168.151.30,192.168.150.112
192.168.150.5,Gi2/0/22,7018.a716.a072,a823.fea2.eaa6,192.168.151.151,192.168.150.183
192.168.150.5,Gi2/0/24,7018.a716.a230,a823.fea2.eb3b,192.168.151.158,192.168.150.162
192.168.150.5,Gi2/0/25,N/A,a823.fea2.eafb,N/A,192.168.150.108
192.168.150.5,Gi2/0/27,N/A,b8ac.6fb0.b6f3,N/A,192.168.150.67
192.168.150.5,Gi2/0/29,N/A,f8b1.56d4.e740,N/A,192.168.150.100
192.168.150.5,Gi2/0/33,N/A,785d.c8be.fcfa,N/A,192.168.150.65
192.168.150.5,Gi2/0/36,N/A,a0e0.af23.1f70,N/A,192.168.150.59
192.168.150.5,Gi2/0/45,N/A,785d.c8be.fd03,N/A,192.168.150.66
192.168.150.5,Gi2/0/46,N/A,54e1.401f.935a,N/A,192.168.150.201
192.168.150.5,Gi2/0/47,6c41.0e5f.b33c,a823.fea2.eab2,192.168.151.21,192.168.150.55
192.168.150.5,Gi2/0/48,6c5e.3bf3.1a64,a823.fea2.ead6,192.168.151.160,192.168.150.160
192.168.150.5,Gi3/0/1,N/A,84a9.3e09.b3a4,N/A,192.168.150.206
192.168.150.5,Gi3/0/2,4ca6.4dba.d448,a823.fea2.ec9e,192.168.151.25,192.168.150.58
192.168.150.5,Gi3/0/3,70c9.c6c3.65f6,a823.fea2.ec8d,192.168.151.157,192.168.150.86
192.168.150.5,Gi3/0/4,dcf7.19d9.86a0,a823.fea2.ecaa,192.168.151.150,192.168.150.98
192.168.150.5,Gi3/0/6,N/A,b400.1636.5561,N/A,192.168.150.161
192.168.150.5,Gi3/0/8,8890.8d73.00b6,2017.4263.b316,192.168.151.34,192.168.150.174
192.168.150.5,Gi3/0/9,N/A,0007.4da0.d033,N/A,192.168.150.90
192.168.150.5,Gi3/0/10,7018.a716.7e9c,785d.c8be.fd60,192.168.151.36,192.168.150.94
192.168.150.5,Gi3/0/11,5006.ab81.9ca2,a823.fea2.fa72,192.168.151.140,192.168.150.115
192.168.150.5,Gi3/0/12,ac7e.8ab6.2875,a823.fea2.eab5,192.168.151.154,192.168.150.111
192.168.150.5,Gi3/0/14,N/A,0018.1a06.4935,N/A,192.168.150.60
192.168.150.5,Gi3/0/29,N/A,a823.fea2.ebf9,N/A,192.168.150.203
192.168.150.5,Gi3/0/30,N/A,502f.a832.ddc8,N/A,192.168.150.71
192.168.150.5,Gi3/0/31,N/A,f4a9.97bc.e364,N/A,192.168.150.78
192.168.150.5,Gi3/0/32,7018.a716.91ea,785d.c8be.fc66,192.168.151.149,192.168.150.197
192.168.150.5,Gi3/0/34,00aa.6e6c.6a92,3ccd.936f.84de,192.168.151.136,192.168.150.53
192.168.150.5,Gi3/0/35,N/A,286f.7f2b.061c,N/A,192.168.150.74
192.168.150.5,Gi3/0/36,cc70.ed34.0962,785d.c8be.fd66,192.168.151.134,192.168.150.77
192.168.150.5,Gi3/0/37,cc70.ed34.097a,785d.c8be.fc4d,192.168.151.33,192.168.150.95
192.168.150.5,Gi3/0/39,N/A,a0e0.af7a.7678,N/A,192.168.150.165
192.168.150.5,Gi3/0/40,N/A,785d.c8be.fc75,N/A,192.168.150.85
192.168.150.5,Gi3/0/41,7018.a716.7806,a823.fea2.ea6a,192.168.151.153,192.168.150.69
192.168.150.5,Gi3/0/42,N/A,707d.b9d7.02f0,N/A,192.168.150.76
192.168.150.5,Gi3/0/43,N/A,a0e0.af23.2100,N/A,192.168.150.158
192.168.150.5,Gi3/0/44,7018.a716.378e,a823.fea2.ebbf,192.168.151.35,192.168.150.83
192.168.150.5,Gi3/0/47,N/A,84b8.02b3.bc50,N/A,192.168.150.57
192.168.150.5,Gi3/0/48,N/A,a823.fea2.ea50,N/A,192.168.150.196
192.168.152.5,Gi1/0/1,0076.86fc.a141,3ccd.93e1.f787,192.168.153.151,192.168.152.36
192.168.152.5,Gi1/0/2,N/A,14c9.13a7.f46a,N/A,192.168.152.44
192.168.152.5,Gi1/0/4,203a.0782.67d3,f439.0912.6e36,192.168.153.27,192.168.152.50
192.168.152.5,Gi1/0/5,0076.86fc.a09b,N/A,192.168.153.35,N/A
192.168.152.5,Gi1/0/6,0076.86fc.a0cd,14c9.1305.1942,192.168.153.148,192.168.152.138
192.168.152.5,Gi1/0/7,0076.86fc.a0f7,N/A,192.168.153.33,N/A
192.168.152.5,Gi1/0/8,0076.86fc.a145,14c9.1305.18fa,192.168.153.31,192.168.152.41
192.168.152.5,Gi1/0/9,0076.86fc.a14b,14c9.1305.063c,192.168.153.153,192.168.152.139
192.168.152.5,Gi1/0/10,N/A,54e1.401f.985a,N/A,192.168.152.45
192.168.152.5,Gi1/0/11,0076.86fc.a03d,14c9.1305.1936,192.168.153.150,192.168.152.32
192.168.152.5,Gi1/0/12,N/A,00c0.b783.d369,N/A,10.2.11.109
192.168.152.5,Gi1/0/14,N/A,14c9.13a7.f13f,N/A,192.168.152.27
192.168.152.5,Gi1/0/16,0057.d2c1.c6f9,14c9.13a7.c22b,192.168.153.152,192.168.152.26
192.168.152.5,Gi1/0/17,0008.32a8.e0c4,N/A,192.168.153.37,N/A
192.168.152.5,Gi1/0/18,0008.32a8.844f,N/A,192.168.153.142,N/A
192.168.152.5,Gi1/0/19,0076.86fc.a147,14c9.1305.18f6,192.168.153.32,192.168.152.163
192.168.152.5,Gi1/0/21,N/A,2017.42ca.3f52,N/A,192.168.152.154
192.168.152.5,Gi1/0/22,0008.32a8.e567,N/A,192.168.153.38,N/A
192.168.152.5,Gi1/0/23,N/A,14c9.13a7.f140,N/A,192.168.152.168
192.168.152.5,Gi1/0/24,N/A,14c9.132d.5bde,N/A,192.168.152.144
192.168.152.5,Gi1/0/25,N/A,b400.1636.55be,N/A,192.168.152.146
192.168.152.5,Gi1/0/26,N/A,14c9.132d.58cd,N/A,192.168.152.40
192.168.152.5,Gi1/0/27,N/A,785d.c8be.fcf4,N/A,192.168.152.46
192.168.152.5,Gi1/0/28,N/A,a823.fea2.fa0a,N/A,192.168.152.39
192.168.152.5,Gi1/0/29,N/A,14c9.1305.05d1,N/A,192.168.152.164
192.168.152.5,Gi1/0/30,N/A,14c9.13a7.f14a,N/A,192.168.152.158
192.168.152.5,Gi1/0/31,N/A,14c9.13a7.f490,N/A,192.168.152.145
192.168.152.5,Gi1/0/32,N/A,14c9.1305.1a45,N/A,192.168.152.37
192.168.152.5,Gi1/0/33,0076.86fc.a151,14c9.1305.1ae6,192.168.153.36,192.168.152.35
192.168.152.5,Gi1/0/34,N/A,c465.16a6.72e0,N/A,192.168.152.170
192.168.152.5,Gi1/0/35,N/A,84ba.3b9a.575a,N/A,192.168.152.156
192.168.152.5,Gi1/0/36,0076.86fc.9e5b,14c9.1305.15f4,192.168.153.146,192.168.152.34
192.168.152.5,Gi1/0/37,N/A,6c62.6d67.4c0c,N/A,10.2.11.15
192.168.152.5,Gi1/0/38,N/A,6c62.6d67.4cf2,N/A,10.2.11.16
192.168.152.5,Gi1/0/39,0076.86fc.a0e5,14c9.1305.1b1c,192.168.153.21,192.168.152.173
192.168.152.5,Gi1/0/40,0076.86fc.a031,14c9.132d.59b6,192.168.153.149,192.168.152.142
192.168.152.5,Gi1/0/41,0076.86fc.a12d,14c9.1305.19ac,192.168.153.30,192.168.152.143
192.168.152.5,Gi1/0/42,00cc.fc98.9cac,14c9.1305.19e5,192.168.153.22,192.168.152.140
192.168.152.5,Gi1/0/43,0076.86fc.a13b,14c9.1305.1b0d,192.168.153.143,192.168.152.147
192.168.152.5,Gi1/0/44,N/A,14c9.1305.1ac5,N/A,192.168.152.161
192.168.152.5,Gi1/0/45,N/A,54e1.401f.93c6,N/A,192.168.152.43
192.168.152.5,Gi1/0/46,N/A,f481.39dc.f230,N/A,192.168.152.48
192.168.152.5,Gi1/0/47,N/A,0001.e625.ea93,N/A,192.168.152.165
192.168.152.5,Gi2/0/1,N/A,bc16.6509.2c98,N/A,10.2.81.222
192.168.152.5,Gi2/0/2,N/A,502f.a832.de68,N/A,10.2.81.185
192.168.152.5,Gi2/0/3,000d.28ce.816c,N/A,192.168.153.140,N/A
192.168.152.5,Gi2/0/6,N/A,000a.f768.5253,N/A,192.168.152.23
192.168.152.5,Gi2/0/7,203a.0782.6c79,N/A,192.168.153.145,N/A
192.168.152.5,Gi2/0/8,N/A,000a.f768.523e,N/A,192.168.152.22
192.168.152.5,Gi2/0/9,N/A,000a.f768.521d,N/A,192.168.152.148
192.168.152.5,Gi2/0/10,N/A,001e.8fd8.5705,N/A,192.168.152.141
192.168.152.5,Gi2/0/11,203a.0782.653d,785d.c882.0bad,192.168.153.23,192.168.152.49
192.168.152.5,Gi2/0/12,N/A,0000.85dc.5128,N/A,192.168.152.38
192.168.152.5,Gi2/0/14,N/A,f439.090c.df24,N/A,192.168.152.152
192.168.152.5,Gi2/0/15,203a.0782.66b7,N/A,192.168.153.24,N/A
192.168.152.5,Gi2/0/17,N/A,00d0.c9ef.4090,N/A,10.2.50.10
192.168.152.5,Gi2/0/18,203a.0782.57bb,0080.64ad.83d9,192.168.153.26,192.168.152.137
192.168.152.5,Gi2/0/19,N/A,0040.8ca5.3cce,N/A,192.168.152.21
192.168.152.5,Gi2/0/20,203a.0782.60f7,N/A,192.168.153.25,N/A
192.168.152.5,Gi2/0/21,N/A,54bf.647d.4cc4,N/A,192.168.152.149
192.168.152.5,Gi2/0/23,N/A,f481.39de.61f7,N/A,192.168.152.16
192.168.152.5,Gi2/0/27,N/A,18e7.2868.478c,N/A,192.168.152.30
192.168.152.5,Gi2/0/29,N/A,54e1.401f.94b3,N/A,192.168.152.47
192.168.152.5,Gi2/0/31,N/A,00c0.b783.d374,N/A,192.168.152.33
192.168.152.5,Gi2/0/32,N/A,d4c9.3ce3.1fe0,N/A,192.168.152.24
192.168.152.5,Gi2/0/33,N/A,f40f.1bff.85e8,N/A,192.168.152.166
192.168.152.5,Gi2/0/34,N/A,5087.89d4.d2f8,N/A,192.168.152.150
192.168.152.5,Gi2/0/35,N/A,d849.2fc2.59b9,N/A,192.168.152.42
192.168.152.5,Gi2/0/37,34db.fd19.65b6,N/A,192.168.153.141,N/A
192.168.152.5,Gi2/0/38,0076.86fc.a161,14c9.13a7.8ca0,192.168.153.144,192.168.152.160
192.168.152.5,Gi2/0/39,0076.86fc.a16f,14c9.1305.05cd,192.168.153.29,192.168.152.28
192.168.152.5,Gi2/0/40,N/A,5087.89ba.624c,N/A,192.168.152.159
192.168.152.5,Gi2/0/44,N/A,00eb.d5b8.a500,N/A,192.168.152.14
192.168.178.5,Gi1/0/1,N/A,00d0.5f01.0da1,N/A,192.168.178.115
192.168.178.5,Gi1/0/2,N/A,00d0.5f01.3aba,N/A,192.168.178.138
192.168.178.5,Gi1/0/3,N/A,00d0.5f01.3abb,N/A,192.168.178.117
192.168.178.5,Gi1/0/4,N/A,00d0.5f01.3af3,N/A,192.168.178.129
192.168.178.5,Gi1/0/5,N/A,00d0.5f01.3afc,N/A,192.168.178.119
192.168.178.5,Gi1/0/6,N/A,00d0.5f00.fdb0,N/A,192.168.178.143
192.168.178.5,Gi1/0/7,N/A,00d0.5f01.3abc,N/A,192.168.178.120
192.168.178.5,Gi1/0/8,N/A,00d0.5f01.3abd,N/A,192.168.178.126
192.168.178.5,Gi1/0/9,N/A,00d0.5f01.3b1e,N/A,192.168.178.121
192.168.178.5,Gi1/0/10,N/A,00d0.5f01.0da3,N/A,192.168.178.128
192.168.178.5,Gi1/0/11,N/A,00d0.5f01.3af5,N/A,192.168.178.118
192.168.178.5,Gi1/0/12,N/A,00d0.5f01.0dc0,N/A,192.168.178.127
192.168.178.5,Gi1/0/13,N/A,00d0.5f01.0dac,N/A,192.168.178.114
